player,recent_form,surface_winrate
Jesus Perez Galeto,0.59,0.45
Sebastian Romano,0.58,0.44
Makoto Nakanishi,0.54,0.52
Ryo Motomura,0.52,0.53
Kazuhito Tsunematsu,0.53,0.67
Daniele Ceraudo,0.47,0.7
Alessandro Gullotta,0.48,0.48
Giorgio Prouse,0.7,0.94
Ernest Diaz,0.55,0.85
Sandro Costa,0.6,0.75
Mohammed Reza Tavakoli,0.61,0.55
Goran Bozic,0.45,0.9
Ivan Herz,0.81,0.57
Daniel Gelemanovic,0.88,0.58
David Morente,0.53,0.59
Carlos Tarantino,0.55,0.43
Chekib Jemai,0.75,0.43
Kazuhiro Mukai,0.44,0.66
Ivor Lovrak,0.85,0.88
Teo Susnjak,0.46,0.92
Mark Thompson,0.77,0.83
Nick Allegro,0.55,0.62
Tom George,0.56,0.57
Masayuki Ando,0.47,0.52
Brian Stanton,0.72,0.7
Chris Numbers,0.8,0.67
Yusuke Nakauchi,0.88,0.66
Remi Dupre,0.57,0.57
Vasuthevan Ortchuan,0.71,0.72
Eduardo Zalama Galvez,0.61,0.73
Mohammed Nazreen Fuzi Nasruddin,0.68,0.88
Alexander Vasquez,0.48,0.82
Daniel Chavez Morales,0.69,0.58
Augusto Sanabria,0.82,0.61
Sergio Gallego Santos Juanes,0.83,0.53
Miguel Angel Silvestre Rambla,0.64,0.49
Daniel Silvestre,0.52,0.46
Matteo Righi,0.82,0.42
Paolo Macri,0.9,0.63
Fabio Benato,0.59,0.93
Fabrizio Fanti,0.86,0.7
Francesco Zugarelli,0.89,0.81
Michael Kember,0.6,0.62
Stefan Samweber,0.76,0.61
Enrique Abaroa,0.69,0.47
Miran Cej,0.76,0.56
Marko Marevic,0.48,0.91
Alejandro Sorrentini Gutierrez,0.58,0.67
James Smith,0.43,0.51
Maik Nerer,0.71,0.77
Uli Kiendl,0.86,0.62
Xi Yin,0.68,0.86
Yue Wei Wang,0.44,0.45
Konstantin Tomashevich,0.87,0.69
Denis Kurmatov,0.47,0.84
Abdel Malek Lahreche,0.84,0.87
Nabil Dob,0.76,0.62
Jose Ferrol Garcia,0.72,0.81
Ivo Lagzdins,0.69,0.93
Andres Filimonov,0.47,0.74
Girts Dzelde,0.65,0.85
Orlando Araujo,0.5,0.72
Raul Diaz Garcia,0.69,0.83
Luis Lourenco,0.62,0.92
Bruno Pedro,0.74,0.79
Cristian Salvador Lopez,0.89,0.48
Benjamin Riby,0.58,0.45
Oscar Ortega Castello,0.71,0.85
Marco Knobloch,0.83,0.54
Ji Liu,0.45,0.88
Doruk Baglan,0.8,0.51
Can Akkoyun,0.52,0.9
Michael Chokheli,0.67,0.84
Alvaro Mantoan Ochera,0.9,0.88
Eduard Schneider,0.89,0.53
Gokhan Donmez,0.56,0.88
Kivanc Gul,0.47,0.72
Mansur Yakhyaev,0.87,0.45
Martin Garcia,0.85,0.91
Miguel Sequeira,0.71,0.51
Gabriel Keymer,0.42,0.52
James Knuckey,0.78,0.79
Ivan Espilez Urbon,0.48,0.72
David Cortes Gomez,0.87,0.9
Hong Soon Park,0.62,0.57
Federico Rinaldi,0.71,0.42
Fabio Visentin,0.54,0.95
Massimo Zampieri,0.64,0.57
Badr Rharbi,0.78,0.49
Bjorn Rencken,0.65,0.94
Mohamed Amarir,0.82,0.71
Luka Bernard,0.76,0.48
Masanori Kumagai,0.44,0.86
Aidan Graveson,0.7,0.92
Oriol Molina Gelabert,0.71,0.88
Martin Penev,0.59,0.51
Jelko Viskovich,0.56,0.43
Nemanja Ivic,0.43,0.6
Mariano Campos,0.62,0.6
Sergio Limina,0.57,0.62
Franco Zamora,0.88,0.84
Roland Burtscher,0.74,0.41
Gueorgui Stoykov,0.63,0.77
Aaron Marchetti,0.78,0.94
Ryo Oki,0.79,0.62
Tim Davis,0.64,0.67
Martin Pinsker,0.44,0.75
Andrej Bizjak,0.79,0.56
Barry Scollo,0.45,0.8
Giacomo Perucconi,0.82,0.51
Martin Bonta,0.57,0.44
Rudy Diaz De Vivar,0.72,0.84
Sebastian Gutierrez,0.77,0.5
Fernando Damus,0.42,0.8
Diego Pereira,0.59,0.88
Jung Han Cho,0.7,0.43
Yong Sin Sohn,0.82,0.79
Nabile Taslimant,0.76,0.76
Mehdi Bahbaz,0.85,0.74
Haydn Wakefield,0.44,0.56
Younes Limam,0.44,0.43
Marko Gojanovic,0.76,0.45
Martin Rodriguez Correa,0.6,0.55
Horacio Melo,0.64,0.62
Federico Contreras,0.7,0.9
Eric Faulk,0.89,0.78
Erdinc Baykal,0.43,0.41
Cagdas Ulukan,0.45,0.91
Rifat Perahya,0.81,0.8
Antonio Gordon,0.41,0.67
Joaquin Lillo,0.63,0.65
Yasser Arafat Mohammad,0.79,0.91
Sanzaruz Zaman,0.5,0.7
Igel Hafner,0.49,0.68
Pieter Joubert,0.56,0.83
Ingo Manning,0.48,0.73
Steve Timperley,0.74,0.54
Neil Smith,0.5,0.95
Evan Fowler,0.51,0.55
Martin Flink,0.69,0.78
Solomon Nortje,0.88,0.67
Paul Anderson,0.86,0.47
Lionel Bertolini,0.83,0.93
Borut Urh,0.67,0.58
Jaka Bozic,0.55,0.76
Andraz Jovanovic,0.75,0.81
Dennis Peschek,0.59,0.62
Igor Ogrinc,0.79,0.54
Walter Barahona,0.41,0.43
Luis Ramirez,0.66,0.92
Patricio Espinosa,0.57,0.72
Rodrigo Laender,0.52,0.79
Arun Avinash,0.73,0.66
Abhishek Jagnani,0.73,0.53
Chandrasekhar Mohanty,0.42,0.95
Akshay Vishal Rao,0.87,0.93
Tushaar Gautam,0.58,0.87
Santiago Sahagun,0.86,0.9
Koen Van Der Meer,0.69,0.72
Jonathan Sucupira,0.73,0.6
Richard Barker,0.88,0.59
Cristian Gozzi,0.81,0.91
Michele Zangari,0.47,0.93
Frank Clausing,0.4,0.64
Daniel Fiala,0.55,0.73
Michal Piekos,0.64,0.84
Sebastian Rutka,0.77,0.79
Piotr Zurawiecki,0.73,0.88
Jan Veerman,0.56,0.73
Christian Meyer,0.67,0.72
Pablo Madariaga,0.73,0.61
Taras Demyanekno,0.66,0.44
Razvan Ilie,0.74,0.43
Cedomir Jovanovski,0.64,0.48
Anthony Perkins,0.66,0.43
Luis Mario Rosado,0.87,0.69
Julian Edwards,0.59,0.62
Viktor Koczan,0.78,0.41
Filipos Melachrinos,0.57,0.41
Michael Heppler,0.57,0.69
Jordan Gray,0.86,0.7
Oscar Gonzalez,0.75,0.42
Chris Gostek,0.86,0.77
Radu Cornel Bartan,0.9,0.47
Gonzalo Gilabert,0.4,0.67
Marcelo Filippini,0.89,0.49
Stuart Duncan,0.45,0.42
Uros Kuhar,0.44,0.52
Miha Mihalic,0.78,0.66
Jordi Burillo,0.58,0.81
Ben Cousins,0.86,0.55
Julien Link,0.67,0.78
Roberto Tarpani,0.59,0.87
Luca Giordano,0.44,0.55
Christian Merlato,0.63,0.69
Kristijan Schneider,0.54,0.63
Kruno Zrinski,0.44,0.42
Nathaniel Jackmon,0.74,0.62
Alex Korch,0.89,0.61
Johan Landsberg,0.59,0.74
Olivier Tauma,0.55,0.88
Oliver Maiberger,0.44,0.77
David Nagy,0.51,0.6
Marton Balla,0.54,0.65
Peter Dani,0.57,0.89
Marco Filippeschi,0.72,0.75
Wim Fissette,0.46,0.61
Andreas Goudamanos,0.43,0.73
Caner Atasoglu,0.87,0.75
Paul Jacobson,0.8,0.67
Nicolas Berenguer,0.54,0.88
Matt Lautenschlager,0.72,0.85
Gerard Piper,0.7,0.69
Michal Chmela,0.77,0.93
Alaaddin Karagoz,0.83,0.92
Timur Beniaschvili,0.58,0.93
German Berkovich,0.73,0.52
Andrei Nossov,0.8,0.46
Konstantin Burchuladze,0.75,0.74
Andrew Richardson,0.86,0.8
Ozgur Erguden,0.65,0.57
Faisal Aboudi,0.8,0.7
Oriol Pages Infantes,0.85,0.76
Nelson Parent,0.68,0.65
Bruno Clement,0.41,0.7
Trey Eubanks,0.81,0.44
Supanya Apaipan,0.82,0.95
David Caldwell,0.6,0.61
Sacha Thoma,0.51,0.51
Mahmoud Rezk,0.89,0.66
Francois Errard,0.68,0.57
Aitor Zubiarrain,0.66,0.62
Francisco Carrillo,0.87,0.71
Carlos Herrero Tambo,0.6,0.55
Valerio Discalzi,0.82,0.77
Christian Hill,0.75,0.64
Federico Bartolucci,0.88,0.45
Till Brinkhoff,0.61,0.89
Evgeni Mikheev,0.85,0.66
Henry Davin Teja,0.68,0.91
Eduardus Bawono,0.64,0.61
Will Farah,0.55,0.7
Luis Fernando Garcia,0.68,0.88
Florian Grewe,0.69,0.65
Cedric Goupil,0.85,0.75
Hanley Ernst,0.75,0.54
Jesco Renner,0.81,0.53
Ziga Janskovec,0.78,0.7
Simon Pender,0.54,0.74
Roberto Palpacelli,0.5,0.76
Mattia Mancini,0.53,0.82
Pietro Angelini,0.47,0.91
Peter Tramacchi,0.59,0.53
Jose Terrera,0.73,0.74
Rodrigo Abucham,0.67,0.64
Andres Giobellina,0.74,0.45
Lukasz Senczyszyn,0.58,0.65
Andrew Adler,0.5,0.83
Igor Sysoev,0.5,0.44
Jan Stabenow,0.7,0.73
Federico Murgier,0.48,0.63
Leonardo Ruiz,0.6,0.76
Rodolfo Cappa,0.51,0.85
Khaled El Dorry,0.73,0.7
Andrea Pesce,0.71,0.57
Riad Sawas,0.59,0.45
Thomas Schreyer,0.46,0.56
Paul Harsanyi,0.51,0.6
Andy Zingman,0.64,0.75
Mahmoud Mousa,0.89,0.61
Miguel Angel Casal Arantes,0.54,0.62
Sergey Shirko,0.5,0.56
Maxim Batiukin,0.51,0.6
Ignacio Vazquez Mateo,0.75,0.55
Lucas Regas Melero,0.86,0.8
Mauro Batesteza,0.44,0.94
Alexander Lim,0.77,0.8
Patrick Istvan,0.65,0.44
Tomas Nydahl,0.81,0.75
George Kalanov,0.61,0.79
Pavel Mazaev,0.4,0.83
Slava Ronjin,0.74,0.82
Peter Svabik,0.8,0.68
Richard Dasek,0.85,0.54
Michael Innerebner,0.68,0.47
Renato Ercolani,0.46,0.4
Simone Appio,0.58,0.4
Roland Theisen,0.79,0.91
Georges Matijasevic,0.65,0.73
Adrian Graimprey,0.75,0.72
Robin Albrecht,0.4,0.61
Fares Azzouni,0.44,0.84
Dimitri Savvides,0.74,0.52
Peter Leber,0.55,0.81
Anton Roller,0.59,0.6
Sourou Gandonou,0.72,0.79
Zoran Randenovic,0.46,0.79
Afarku Buckman,0.82,0.57
Christophe Couprie,0.47,0.91
Christian Jordan,0.77,0.68
Ryan Thompson,0.55,0.54
Kome Gakpo,0.53,0.77
Tetey Kofi,0.81,0.81
Jochen Nufer,0.68,0.92
Djalmar Sistermans,0.5,0.44
Jiri Obluk,0.4,0.7
Aleksander Trifunovic,0.89,0.67
Dragos Macoveiciuc,0.62,0.57
Nikola Nikolic,0.6,0.82
Rodrigue Vignikin,0.43,0.51
Christian Mortsch,0.85,0.58
Stefan Imielski,0.47,0.82
Jonathan Wawrinka,0.57,0.66
Jean Marc Boichat,0.61,0.47
Hans Peter Gaber,0.81,0.89
Andreas Thivessen,0.58,0.8
Alejandro Gutierrez De La Maza,0.67,0.71
Gabriel Reyna Huidobro,0.61,0.74
Borja Gutierrez De La Maza,0.56,0.74
Thomas Schneiter,0.87,0.67
Christian Polessnig,0.8,0.81
Joshua Burman,0.49,0.79
Rainer Gunther,0.68,0.4
Juan Berrido Fernandez,0.8,0.46
Jose De Mata,0.69,0.41
Sander Van Der Heijst,0.65,0.49
Stefan Enciu,0.44,0.44
Ionut Captan,0.45,0.51
Martin Zemla,0.52,0.7
Jan Muller,0.66,0.77
Lavaughn Munroe,0.89,0.91
Nicholas Byer,0.8,0.81
Jiri Hobler,0.46,0.42
Vladimir Bieganski,0.76,0.66
Kristijan Mitrovski,0.81,0.77
Art Dyson,0.61,0.57
Martin Backhaus,0.57,0.6
Norman Black,0.69,0.84
Sebastien Dumas,0.66,0.43
Dane Vernon,0.53,0.7
Mitsuhiro Goto,0.6,0.84
Stephane Cordobes,0.67,0.84
Cristobal Toral,0.69,0.47
Joan Casamitjana Santiago,0.67,0.86
Raymond Benc,0.82,0.44
Amir Ahmed Ezz El Din,0.42,0.91
Michael Hellwig,0.57,0.52
Marcos Roy Girardi,0.77,0.46
Javier Romero Barrio,0.73,0.44
Marius Raicea,0.86,0.59
Helge Rosjo,0.69,0.59
Johan Karlsson,0.72,0.69
Volker Neumann,0.75,0.8
Wojciech Milewski,0.49,0.68
Florian Kunth,0.78,0.94
Mirza Koristovic,0.55,0.52
Mohamed Abdel Moneim,0.61,0.52
Eni Ghidirmic,0.41,0.79
Jj Stewart,0.82,0.57
Oren Belillti,0.88,0.49
Vuk Tapuskovic,0.43,0.84
Chuck Tille,0.72,0.52
Vladislav Lymar,0.88,0.81
Alexander Bessonov,0.7,0.51
Georgyi Margishvili,0.8,0.92
Johan Berg,0.46,0.56
Carl Julius Demburg,0.52,0.81
Marcus Westman,0.57,0.86
Daniel Sigarev,0.89,0.47
Alexander Karpenko,0.79,0.44
Alexander Leniuchev,0.84,0.73
Anthony Hampson,0.64,0.74
Neil Watts,0.76,0.74
Jorge Souza,0.77,0.65
Kai Schmid,0.68,0.91
Paulo Baumer,0.84,0.78
Andrew Cheney,0.48,0.44
Richard Villegas,0.43,0.83
Martin Coppa,0.55,0.55
Nestor Nunez,0.44,0.8
Ramiro Videa,0.43,0.43
German Cerezo,0.61,0.82
Gento Miyasaka,0.5,0.7
Kunio Koga,0.8,0.8
Atsufumi Yoshikawa,0.69,0.67
Maxym Pidluzhnyy,0.58,0.84
Jimsher Enukidze,0.54,0.92
Nikita Vasiliev,0.68,0.81
Vitali Zhishkevich,0.62,0.81
Andrei Khlebnikov,0.43,0.52
Eduardo Lievore Cavasotti,0.73,0.59
Rafael Cruz,0.65,0.47
Federico Pintaluba,0.54,0.69
Sergio Delgado,0.55,0.65
Daniel Tegg,0.63,0.56
Daniel Scholten,0.81,0.44
Derek Burden,0.61,0.91
David Reichsfeld,0.82,0.73
Maxim Khvorostin,0.61,0.58
Ryan Frischkorn,0.81,0.59
Brett Cooper,0.87,0.62
Giovanni Muratore,0.41,0.85
Oliver Schweizer,0.43,0.52
Adam Mcneil,0.47,0.87
Gianluigi Angelini,0.46,0.57
Vladimir Gratchev,0.63,0.88
Alexander Maltsev,0.78,0.89
Makhmud Akhunjanov,0.88,0.78
Timur Lomtatidze,0.61,0.89
Alexander Masliouk,0.74,0.81
Aldo Marmorino,0.72,0.48
Savino Lapalombella,0.6,0.93
Ruben Mayo Millan,0.76,0.5
Oscar Matias Gomez,0.7,0.67
Marwan Ziwar,0.78,0.61
Erik Truempler,0.5,0.59
Florent Alcantara,0.58,0.83
Sasa Pirc,0.74,0.56
Felix Insaurralde,0.46,0.7
Dominike Tiedt,0.79,0.59
Daniel Martinez Molina,0.47,0.89
Craig Edmondson,0.56,0.49
Pedro Genovese,0.52,0.5
Peter Bjornlund,0.43,0.46
Julien Mesa,0.54,0.82
Wilson Montoya,0.86,0.49
Juan Felipe Diaz Rache,0.41,0.69
Juan Francisco Barragan,0.41,0.82
Ludovic Magnin,0.75,0.46
Teemu Airaksinen,0.58,0.91
Veli Pekka Antila,0.51,0.56
Pierre Bezuidenhout,0.65,0.84
Supparat Chukwan,0.53,0.84
Bjorn Behles,0.6,0.59
Cody Hubbell,0.76,0.7
John Winter,0.46,0.75
Vuk Rajevac,0.88,0.63
Ivan Iliachenko,0.42,0.6
Andres Intriago,0.8,0.87
Tuomas Niskakangas,0.76,0.51
Maxime Brun,0.54,0.84
Stephane Plot,0.46,0.51
David Jansson,0.83,0.79
Alan Taylor,0.74,0.56
Jirawat Rukkarnpaet,0.55,0.91
Jakub Ilowski,0.41,0.73
Kamlesh Shukla,0.87,0.69
Kaptan Karsolia,0.6,0.56
Nishank Mishra,0.49,0.68
Charupol Rintranurak,0.86,0.44
Naratorn Srichaphan,0.58,0.48
James Bloore,0.63,0.56
Phu Quy Huynh,0.75,0.92
Thanh Hoang Do,0.81,0.66
Stefan Suter,0.45,0.62
Nipun Gupta,0.85,0.82
Jordi Munoz Baixas,0.87,0.78
Nicolas Stevens,0.53,0.77
Jed Stanford,0.65,0.73
Petr Korda,0.83,0.47
Casey Was,0.64,0.61
Federico Camacho,0.64,0.9
Marcelo Saliola,0.71,0.93
Daniel Andrea Rodriguez Redondo,0.78,0.64
Wenceslao Robles Febrer,0.73,0.4
Cyril Francois,0.71,0.67
Rahul Rajkhewa,0.59,0.52
Eduardo Sanz Aguirre,0.72,0.5
Christian Mazon Andersen,0.45,0.56
Sonny Van Der Velden,0.6,0.47
Luis Avila,0.49,0.43
Rafael Domene Alcaraz,0.67,0.64
Raoul Behr,0.53,0.54
Adel Al Shatti,0.65,0.54
Mohammed Rajan Sundera Karuppiah,0.79,0.52
Elmar Gerth,0.62,0.67
Patrick Boza,0.51,0.8
Henner Nehles,0.51,0.76
Erick Martinez,0.85,0.94
Jeff Laski,0.79,0.9
Jose Antonio Cobas Martinez,0.42,0.63
Erick Collazo Fernandez,0.87,0.85
Avery Ticer,0.46,0.5
Daniel Pinchbeck,0.73,0.52
Nick Lane,0.68,0.79
Jacob Olsen,0.42,0.52
Joshua Eagle,0.55,0.65
Ivan Serrano Fuste,0.79,0.58
Sergio Penalver Cobo,0.55,0.53
Yusuke Egawa,0.64,0.48
Mario Maya,0.75,0.74
Toni Petani,0.44,0.43
Syoji Okada,0.82,0.79
Kensaku Katagiri,0.42,0.89
Masafumi Komada,0.53,0.59
Takanori Okazaki,0.78,0.63
Yuta Muramatsu,0.86,0.72
Federico Pontarolo,0.78,0.77
Gian Maria Benatti,0.51,0.7
Lays Salim,0.89,0.78
Juan Pablo Barboza,0.61,0.84
Juan Carlos Gonzalez,0.59,0.94
Yazan Al Kasim,0.83,0.62
Rodrigo Gabriel,0.43,0.72
Antonio Van Grichen,0.68,0.61
Kevin Jonckheer,0.88,0.53
Jamal Darmadi,0.45,0.95
Serge Dakessian,0.67,0.41
Hugo Verge Albiol,0.47,0.44
Jesus Manteca Jurado,0.84,0.72
Bader Mohammed Almuqail,0.69,0.79
Juan Torres Palacios,0.52,0.8
Ryan Heinberg,0.55,0.79
James Collieson,0.66,0.83
Alberto Goncalves Dias,0.76,0.81
Dimitar Dimitrov,0.64,0.7
Vassil Zahariev,0.49,0.66
Petar Kirilov,0.75,0.8
Philippe Salvat,0.46,0.8
Clayvert Gusmao,0.8,0.58
Thomas Gaspar,0.6,0.4
Luis Esteban Gargiulo,0.73,0.57
Hubert Suppan,0.57,0.69
Nasser Ghanim Al Khulaifi,0.73,0.69
Iurie Gorban,0.84,0.61
Davit Babayan,0.75,0.91
Rafael Westrupp,0.74,0.66
Angel Garcia Lopez,0.78,0.48
Yi He,0.65,0.51
Martin Hehensteiger,0.51,0.45
Raul Arroyo,0.81,0.55
Bernardo Meneses,0.72,0.57
Ivan Sanchez Ramirez,0.56,0.58
Parsa Samii,0.54,0.86
Stephen Adamson,0.65,0.82
Marian Poloma,0.5,0.67
Sid Ali Akkal,0.84,0.64
Harald Trattner,0.79,0.61
Dan Stenqvist,0.55,0.41
Xing Chen,0.42,0.91
Matthew Snowdon,0.43,0.56
Dhananjay Kawade,0.55,0.86
Albert Larregola Cortezon,0.47,0.81
Roger Mir Baucells,0.84,0.46
Jarrod Owen,0.61,0.57
Luis Garcia De Quevedo Vachez,0.57,0.67
Krishna Kumar Madhusudhan,0.51,0.54
Enrique Cagide,0.82,0.62
Sidharth Sharma,0.8,0.56
Sebastian Delgado,0.59,0.75
Michal Holenda,0.48,0.6
Andrej Vrtak,0.88,0.59
Raigo Saluste,0.56,0.55
Jeremy Mitchell,0.79,0.84
Ivan Dargence,0.63,0.76
Paul Mcnamara,0.79,0.8
Albert Brice,0.64,0.62
Ken Whitaker,0.86,0.86
Hannes Wechselberger,0.8,0.63
Robert Kotroczo,0.53,0.5
Libor Sedlacek,0.62,0.68
Henrik Kula,0.45,0.64
Matteo Giudizi,0.85,0.45
Ed Carter,0.43,0.76
Petr Langa,0.41,0.85
Eduardo Javier Autran Niedbalski,0.65,0.6
Mitsuru Tanaka,0.7,0.82
Jean Noel Said,0.51,0.72
Tarek Bel Guezzar,0.69,0.55
Daniel Amaral,0.85,0.59
Ruben Zrihen,0.71,0.92
Omar Fathi El Idrissi,0.63,0.52
Jose Pedro Silva,0.47,0.48
Peter Kolesnikov,0.48,0.44
Min Sang Kim,0.64,0.88
Chung Hwan Nam,0.63,0.77
Christopher Westerhof,0.66,0.46
Shaun Ellison,0.65,0.82
Ben Miles,0.57,0.75
Roger Krajcovic,0.75,0.94
Ville Tihverainen,0.51,0.68
Mikko Haulos,0.83,0.68
Kasperi Vilen,0.5,0.54
Antonio Prieto,0.61,0.51
Dusan Hajatko,0.51,0.8
Jose Arnedo,0.71,0.6
Robert Schumann,0.64,0.8
Johannes Asuja,0.59,0.83
Miikka Lehmijoki,0.64,0.9
Mehdy Karbid,0.61,0.64
Conrad Hurter,0.83,0.45
Ruslan Legar,0.46,0.41
Gabriel Rodriguez Ruano,0.8,0.56
Xavier Luscan,0.73,0.91
Philipp Gruendler,0.57,0.81
Eui Hyun Chung,0.86,0.71
Soo Hong Eo,0.49,0.53
Yong Seung Kim,0.56,0.79
Alessandro Bonamici,0.59,0.81
Francesco Ferrillo,0.72,0.53
Chris Sands,0.87,0.79
Dante Haynes,0.7,0.47
Scotty Scott,0.83,0.46
Barry Westerveld,0.85,0.43
Rok Petelinsek,0.63,0.85
Bastian Faisst,0.64,0.55
Sebastian Falk,0.52,0.73
Adam Baranowski,0.7,0.48
Rodrigo Cataldi,0.46,0.64
Fabio Silberberg,0.72,0.42
Roberto Cavalcante,0.85,0.87
Byron Kidd,0.78,0.7
Sunesh Vather,0.72,0.89
Nicky Buys,0.82,0.66
Warren Frewer,0.76,0.57
Henrico Du Plessis,0.66,0.62
Andre Janse Van Rensburg,0.66,0.53
Dewald Barnard,0.45,0.89
Charlton Diergaardt,0.62,0.56
Evert Strydom,0.66,0.56
Adriaan Basson,0.63,0.75
Matic Omerzel,0.79,0.47
Alex Krohn,0.48,0.52
Vladimir Cubrinoski,0.8,0.64
Daniel Jung,0.77,0.5
Leonidas Intriago,0.85,0.54
Alessandro Dalboni,0.59,0.78
Nick Weal,0.49,0.55
Rhys Hanger,0.78,0.75
Thomas Creuzet,0.69,0.67
Jean Brucculeri,0.76,0.82
Greg Ford,0.9,0.81
Scott Crichlow,0.5,0.51
Darin Goldstein,0.61,0.92
Alexander Strokov,0.5,0.84
Francisco Barsocchini,0.83,0.69
Aleksandar Simonovski,0.41,0.71
Vladimir Tomic,0.47,0.86
Aleksandar Aleksovski,0.52,0.67
Bojan Ilievski,0.79,0.66
Luca Fereghino,0.71,0.75
Guillem Gali Solanas,0.59,0.45
Martin Zathurecky,0.48,0.72
Goncalo Figueiredo,0.56,0.52
Jeremy Moreira,0.77,0.46
Richard Maier,0.59,0.85
Zsolt Somogyi,0.63,0.61
Nenad Zivkovic,0.7,0.68
Thomas Hanus,0.86,0.56
Josef Fischer,0.53,0.42
Francois Gardier,0.62,0.64
Can Uner,0.56,0.81
Guven Soysal,0.63,0.82
Alexej Beljajev,0.75,0.91
Marek Granec,0.64,0.86
Vladimir Chikhladze,0.82,0.94
Vladimir Kakulia,0.68,0.71
Mirian Korkashvili,0.59,0.43
Armand Segodo,0.79,0.87
Victor Lopez Diaz Guerra,0.62,0.92
Ken Veney,0.66,0.66
Maxime Koffi,0.9,0.46
Mirko Ivanda,0.79,0.41
Jorge Herrero Tambo,0.83,0.74
Thomas Michaud,0.7,0.77
Dimitry Gasparyan,0.57,0.41
Aleksander Djuranovic,0.9,0.92
Trent Aaron,0.52,0.7
Chia Che Liu,0.84,0.74
Yu Da Shieh,0.86,0.71
Daniel Dauber,0.81,0.57
Lucas Machado,0.46,0.9
Frank Eicher,0.83,0.4
Philippe Schaeffer,0.73,0.81
Andrei Mazkun,0.74,0.6
Abdullah Nour,0.79,0.5
Jose Imaz Ruiz,0.65,0.64
Gunter Austerhuber,0.53,0.51
Jose Ignacio Rodriguez,0.69,0.88
Jose Maria Dionisio Moreno,0.45,0.84
Radoslav Radev,0.74,0.87
Jakub Ondrias,0.64,0.86
Algirdas Draugelis,0.65,0.85
Paulius Jurkenas,0.49,0.72
Joaquin Leandro Farro,0.42,0.9
Alberto Agis Bermudez,0.71,0.43
Stanislav Pribylov,0.73,0.56
Vladimir Simic,0.65,0.52
Claude Farina,0.78,0.47
Avi Akoka,0.68,0.4
Vukasin Jankovic,0.82,0.62
Carlos Lettieri,0.54,0.8
Rico Jacober,0.52,0.75
Thomas Flaim,0.53,0.76
Paolo Surian,0.42,0.89
Vadim Sergueev,0.85,0.93
Mikel Ayerbe Oyarzabal,0.9,0.77
Unai Corujo Rodriguez,0.81,0.45
Lukas Leinich,0.61,0.77
Alessandro Tabacchini,0.58,0.71
Musa Braimoh,0.79,0.44
Jasper Hunting,0.65,0.54
David Demers,0.87,0.53
Christian Hark,0.54,0.83
Ben Ashford,0.56,0.59
Mahmoud Nader Al Baloushi,0.9,0.68
Rodrigo Almelda Motta,0.89,0.83
Pedro Gedda,0.84,0.92
Jose Gustavo Moreira,0.6,0.7
Andrei Florea,0.82,0.71
Shaaban Shaaban,0.54,0.45
Ahmed Ezzo,0.53,0.67
Janusch Graf,0.67,0.78
Michael Rasmussen,0.83,0.5
Ricardo Rizo,0.45,0.46
Ji Ho Park,0.68,0.87
Joo Hwan Lee,0.7,0.46
Pedro Navedo Garcia,0.69,0.9
Grocio Prado,0.51,0.55
Aaron Badart,0.43,0.58
Adam Swiecicki,0.85,0.69
Marcin Szymczak,0.69,0.5
Nejc Smole,0.78,0.78
Barry Kauffman,0.58,0.69
Ryan Newis,0.42,0.92
Joffe Van Der Heijden,0.53,0.9
Mark Derksen,0.44,0.82
Arjan Pondman,0.44,0.5
Oscar Rodrigo Novoa,0.51,0.52
Marcelo Larrarte,0.72,0.55
Ezequiel Arechavaleta,0.81,0.86
Jeong Mo Tak,0.81,0.76
Daniel Sachs,0.87,0.5
Galeh Karapetian,0.73,0.65
Dante Santa Cruz,0.41,0.94
Tamas Paar,0.59,0.8
Derek Haybittel,0.46,0.91
Kevin Hawke,0.79,0.84
Hernan Bottarlini,0.46,0.8
Brett Lucas,0.45,0.86
Marcelo Arruda,0.41,0.78
Jorge Williams Lopez,0.88,0.71
Gregory Artzt,0.79,0.8
Jaime Oncins,0.57,0.53
Gonzalo Ulloa,0.59,0.67
Marcos Inchauste,0.43,0.92
Gabriel Olocco,0.48,0.84
Taichi Wada,0.56,0.91
Shan Jiang,0.59,0.93
Thomas Shimada,0.71,0.72
Robbie Koenig,0.58,0.51
Ronny Renard,0.88,0.81
Tom Eklund,0.57,0.4
Thomas Thieulot,0.87,0.45
Kenta Kajiyama,0.76,0.56
Dane Mcgregor,0.85,0.41
Eko Putra Igusti Putungurah,0.75,0.78
Sean Karam,0.68,0.85
Miguel Kelbert,0.65,0.81
Chris Omara,0.55,0.48
Michael Frick,0.55,0.84
Carlos Villalba,0.51,0.86
Juan Pablo Lauro,0.59,0.45
Tara Tanthasuwanlert,0.46,0.67
Farid Shirinov,0.59,0.78
Kachinga Sinkala,0.82,0.62
Michael Jonathan Hills,0.84,0.89
Namkara Bvunzawabaya,0.72,0.69
Michael Meschede,0.53,0.47
Roberto Bianco,0.52,0.69
Jose Berroa,0.54,0.72
Peter Nyamandi,0.65,0.92
Teddy Chambisha,0.89,0.63
Antonio Issa Filho,0.45,0.89
Marcelo Rebelo,0.65,0.58
Brice Battistini,0.74,0.65
Francisco Bou Alameda,0.52,0.77
Nicolas Delgado De Robles,0.88,0.89
Dennis Isaev,0.57,0.83
Bryon Weinberg,0.87,0.49
