player,age,height
Mikhail Malakhovich,29,180
Maan Kesharwani,37,171
Michael Dylan Jimenez,35,191
Cade Birrell,24,183
Federico Garbero,27,175
Paul Ender,33,188
Carles Cordoba,24,170
Jose Dominguez Alonso,27,176
Samuel Alejandro Linde Palacios,25,171
Jagger Leach,35,193
Cosimo Banti,23,188
Moritz Hoffmann,31,170
Oliver Bonding,30,195
Charles Bertimon,22,178
Piet Luis Pinter,31,190
Anders Matta,24,186
Alex Santino Nunez Vera,25,179
Isaac Lhomond,37,196
Ludovico Vaccari,35,175
Raphael Vaksmann,30,195
Zachary Adam Gedge,24,172
Kiruthik Kalyaan As,28,196
Luis Garcia Paez,22,189
Adam Faragcao,27,193
Andrea Motta,25,184
Leonardo Primucci,23,190
Jack Kennedy,31,197
Luca Pow,31,191
Luke Casper,35,195
Pranav Karthik,29,189
Mikael Arseneault,33,175
Tarun Karra,32,172
Filippo Callerio,28,179
Matteo Covato,26,181
Billy Suarez,31,170
Yuto Oki,24,191
Shu Muto,37,199
Daniil Bogatov,23,198
Joe Leather,21,185
Daniel Verbeek,22,186
Bruno Nhavene,31,179
Artem Bogomolov,22,181
Kerem Yilmaz,23,188
Kazuki Sugimoto,25,197
Shion Itsusaki,31,177
Jan Klimas,29,192
Yuhei Kono,20,177
Oskari Paldanius,36,179
Marc Saura Moragrega,35,179
Alan Abdullin,28,187
Dmitry Bessonov,28,179
Kosuke Shibano,28,176
Botond Kisantal,31,199
Rethin Pranav Senthil Kumar,28,173
Leo Raquin,34,170
Sydney Zick,21,180
Miles Clark,30,188
Tobias Sonne,30,174
Matthew Harris,27,199
Daniel Domingos,25,195
Dean Thurner,26,177
Jacopo Vasami,22,171
Jim Hendrikx,27,171
Mathieu Josserand,37,193
Rodrigo Crespo Piedra,36,183
Tyler Bowers,30,178
Zack Vialla,21,179
Kaeri Hernandez Mariona,26,182
Francesco Cordova,37,198
Sergio Planella Hernandez,27,170
Benjamin Willwerth,33,183
Maximus Dussault,26,171
Noah Johnston,23,173
Mitchell Sheldon,36,197
Hiroki Sakagawa,24,188
Dylan Long,31,170
Victor Hugo Remondy Pagotto,28,173
Edoardo Santoni,32,180
Maximo Zeitune,37,182
Yubel Ubri,28,196
Alex Jones,23,187
Daniel Marincas,27,179
Guilherme Valdoleiros,20,174
Roberto Ferrer Guimaraes,36,170
Flynn Thomas,28,183
Elijah Cham,32,185
Stefan Cooper,21,193
Patricio Betancourt,32,195
Milledge Cossu,28,187
Dante Pagani,25,196
Felipe Dreer,20,172
Romeo Arcuschin,24,172
Dusan Baranec,22,173
Andres Delgadillo,23,176
Victor Braga,20,182
Ahmed Mouhan,33,178
Aditya Govila,28,172
Richard Mallory,23,186
Max Villar,37,184
Harry Pugh,33,196
Alessandro Battiston,23,179
Lucas Horve,29,184
Reuben De Klerk,22,170
Connor Doig,26,197
Pavlos Christoforakis,29,196
Rafael Segado Esteve,32,191
Nikola Jovic,23,190
Simeon Stankovic,37,179
Yua Taka,30,176
Dmitry Dolzhenkov,23,176
Andrea Meduri,33,172
Sam Wensley,37,176
Yari Bernardo,27,178
Christian Kawas,29,177
Samuel Martino,24,172
Alfredo Madrigal,26,195
Mario Santos Ramirez,31,174
Javier Sanchez,22,182
Sultan Khalfan,23,182
Sunil Kumar,29,199
Juan Ignacio Gonzalez Jimenez,23,177
Lorenzo Coll Rodriguez,34,187
Mario Tabares,29,199
Geoff Grant,35,199
Bernd Karbacher,34,176
Peter Madarassy,37,196
Philippe Pages,31,179
Bruno La Font,35,179
Marco Danelli,20,192
Nicholas Chisholm,35,180
Mohamed Ali Hassan,21,181
Ahmed Helal,34,199
Tamas Szepvolgyi,26,182
Michele Minelli,20,177
Bastian Grundler,24,186
Marko Budic,29,193
Anand Radhakrishnan,23,183
Ganesh Sundararaju,33,186
Stanley Pawlowski,32,188
Carl Hagman,20,185
Wim Neefs,35,178
William Barker,28,189
Vicente Castano Nicolas,35,179
Rolando Ruel,34,198
Alejandro Olivera,33,178
Pavel Baranov,29,170
Jorge Tejada,31,193
Luis Diego Nunez,20,172
Dentry Mortimer,36,180
Kerlin Leon Zamora,28,176
Reid Strand,37,187
Thomas Rusling,26,182
Tomas Anzari,28,192
Luke Jensen,31,192
Mark Gienke,26,194
Troy Hargreaves,33,187
Luka Kutanjac,34,185
Marcos Roy,34,193
Duc Quynh Tran,25,185
Samuel Fletcher,33,190
Claudio Rojas,21,179
Foivos Michalopoulos,27,178
Tim Schouten,32,177
Sian Yang,25,188
Tung Yi Kho,24,172
Jong Woong Yoon,24,196
Joey Blake,20,197
Bozidar Ivankovic,28,195
Alfonso De Toro Sanz,25,193
Jesus Perez Galeto,26,178
Sebastian Romano,28,171
Makoto Nakanishi,24,188
Ryo Motomura,33,199
Kazuhito Tsunematsu,24,199
Daniele Ceraudo,27,177
Alessandro Gullotta,26,187
Giorgio Prouse,32,177
Ernest Diaz,32,174
Sandro Costa,27,175
Mohammed Reza Tavakoli,30,199
Goran Bozic,37,179
Ivan Herz,25,184
Daniel Gelemanovic,21,197
David Morente,32,173
Carlos Tarantino,30,172
Chekib Jemai,20,193
Kazuhiro Mukai,21,178
Ivor Lovrak,36,185
Teo Susnjak,27,198
Mark Thompson,21,185
Nick Allegro,25,184
Tom George,24,193
Masayuki Ando,35,178
Brian Stanton,27,186
Chris Numbers,35,190
Yusuke Nakauchi,32,181
Remi Dupre,26,192
Vasuthevan Ortchuan,35,177
Eduardo Zalama Galvez,35,183
Mohammed Nazreen Fuzi Nasruddin,31,196
Alexander Vasquez,33,187
Daniel Chavez Morales,37,181
Augusto Sanabria,37,196
Sergio Gallego Santos Juanes,35,183
Miguel Angel Silvestre Rambla,35,189
Daniel Silvestre,32,192
Matteo Righi,28,174
Paolo Macri,28,170
Fabio Benato,32,182
Fabrizio Fanti,23,183
Francesco Zugarelli,28,171
Michael Kember,34,185
Stefan Samweber,33,174
Enrique Abaroa,31,191
Miran Cej,25,170
Marko Marevic,22,181
Alejandro Sorrentini Gutierrez,35,188
James Smith,36,191
Maik Nerer,35,191
Uli Kiendl,25,192
Xi Yin,27,179
Yue Wei Wang,21,181
Konstantin Tomashevich,33,199
Denis Kurmatov,31,199
Abdel Malek Lahreche,36,188
Nabil Dob,34,185
Jose Ferrol Garcia,37,186
Ivo Lagzdins,35,182
Andres Filimonov,32,176
Girts Dzelde,36,197
Orlando Araujo,27,196
Raul Diaz Garcia,20,172
Luis Lourenco,22,174
Bruno Pedro,35,173
Cristian Salvador Lopez,21,197
Benjamin Riby,34,184
Oscar Ortega Castello,20,186
Marco Knobloch,28,181
Ji Liu,35,192
Doruk Baglan,23,183
Can Akkoyun,31,198
Michael Chokheli,20,173
Alvaro Mantoan Ochera,20,186
Eduard Schneider,26,180
Gokhan Donmez,37,175
Kivanc Gul,34,173
Mansur Yakhyaev,32,182
Martin Garcia,35,189
Miguel Sequeira,26,184
Gabriel Keymer,35,187
James Knuckey,32,186
Ivan Espilez Urbon,33,188
David Cortes Gomez,36,179
Hong Soon Park,31,174
Federico Rinaldi,32,181
Fabio Visentin,34,194
Massimo Zampieri,23,199
Badr Rharbi,21,184
Bjorn Rencken,37,192
Mohamed Amarir,21,173
Luka Bernard,34,177
Masanori Kumagai,34,197
Aidan Graveson,29,189
Oriol Molina Gelabert,30,191
Martin Penev,29,197
Jelko Viskovich,24,186
Nemanja Ivic,28,199
Mariano Campos,32,175
Sergio Limina,37,185
Franco Zamora,36,195
Roland Burtscher,25,174
Gueorgui Stoykov,29,183
Aaron Marchetti,21,171
Ryo Oki,25,186
Tim Davis,32,198
Martin Pinsker,37,175
Andrej Bizjak,26,180
Barry Scollo,21,171
Giacomo Perucconi,33,194
Martin Bonta,24,194
Rudy Diaz De Vivar,37,170
Sebastian Gutierrez,30,174
Fernando Damus,29,177
Diego Pereira,30,173
Jung Han Cho,21,188
Yong Sin Sohn,34,174
Nabile Taslimant,26,174
Mehdi Bahbaz,28,193
Haydn Wakefield,24,185
Younes Limam,26,191
Marko Gojanovic,21,187
Martin Rodriguez Correa,22,180
Horacio Melo,21,186
Federico Contreras,23,198
Eric Faulk,26,172
Erdinc Baykal,26,187
Cagdas Ulukan,36,173
Rifat Perahya,35,188
Antonio Gordon,22,178
Joaquin Lillo,34,174
Yasser Arafat Mohammad,33,173
Sanzaruz Zaman,34,185
Igel Hafner,33,179
Pieter Joubert,26,178
Ingo Manning,22,185
Steve Timperley,36,189
Neil Smith,29,191
Evan Fowler,34,199
Martin Flink,25,195
Solomon Nortje,36,186
Paul Anderson,36,198
Lionel Bertolini,33,187
Borut Urh,37,184
Jaka Bozic,24,189
Andraz Jovanovic,27,178
Dennis Peschek,26,175
Igor Ogrinc,23,175
Walter Barahona,37,180
Luis Ramirez,24,194
Patricio Espinosa,35,197
Rodrigo Laender,33,189
Arun Avinash,33,172
Abhishek Jagnani,28,192
Chandrasekhar Mohanty,25,181
Akshay Vishal Rao,36,184
Tushaar Gautam,31,176
Santiago Sahagun,23,194
Koen Van Der Meer,35,191
Jonathan Sucupira,30,187
Richard Barker,23,191
Cristian Gozzi,36,184
Michele Zangari,27,177
Frank Clausing,33,191
Daniel Fiala,21,178
Michal Piekos,30,184
Sebastian Rutka,30,185
Piotr Zurawiecki,25,189
Jan Veerman,33,172
Christian Meyer,29,196
Pablo Madariaga,27,174
Taras Demyanekno,26,172
Razvan Ilie,27,196
Cedomir Jovanovski,27,197
Anthony Perkins,21,171
Luis Mario Rosado,35,171
Julian Edwards,28,173
Viktor Koczan,32,172
Filipos Melachrinos,31,178
Michael Heppler,36,199
Jordan Gray,21,192
Oscar Gonzalez,32,191
Chris Gostek,20,195
Radu Cornel Bartan,30,181
Gonzalo Gilabert,24,193
Marcelo Filippini,20,178
Stuart Duncan,32,188
Uros Kuhar,27,181
Miha Mihalic,25,185
Jordi Burillo,36,195
Ben Cousins,31,192
Julien Link,20,194
Roberto Tarpani,22,170
Luca Giordano,33,179
Christian Merlato,27,194
Kristijan Schneider,30,199
Kruno Zrinski,33,192
Nathaniel Jackmon,27,179
Alex Korch,22,199
Johan Landsberg,26,173
Olivier Tauma,23,198
Oliver Maiberger,35,180
David Nagy,32,197
Marton Balla,24,191
Peter Dani,24,180
Marco Filippeschi,23,180
Wim Fissette,21,191
Andreas Goudamanos,32,175
Caner Atasoglu,35,184
Paul Jacobson,21,171
Nicolas Berenguer,36,190
Matt Lautenschlager,24,192
Gerard Piper,37,191
Michal Chmela,37,172
Alaaddin Karagoz,27,196
Timur Beniaschvili,34,197
German Berkovich,32,174
Andrei Nossov,32,198
Konstantin Burchuladze,35,193
Andrew Richardson,32,180
Ozgur Erguden,21,190
Faisal Aboudi,22,181
Oriol Pages Infantes,34,195
Nelson Parent,32,172
Bruno Clement,24,178
Trey Eubanks,25,196
Supanya Apaipan,33,172
David Caldwell,23,171
Sacha Thoma,26,175
Mahmoud Rezk,23,193
Francois Errard,21,175
Aitor Zubiarrain,26,186
Francisco Carrillo,22,177
Carlos Herrero Tambo,34,170
Valerio Discalzi,20,194
Christian Hill,21,177
Federico Bartolucci,29,191
Till Brinkhoff,35,184
Evgeni Mikheev,34,187
Henry Davin Teja,34,182
Eduardus Bawono,33,194
Will Farah,33,177
Luis Fernando Garcia,25,198
Florian Grewe,33,189
Cedric Goupil,36,187
Hanley Ernst,37,182
Jesco Renner,36,183
Ziga Janskovec,35,184
Simon Pender,27,175
Roberto Palpacelli,26,170
Mattia Mancini,31,176
Pietro Angelini,28,170
Peter Tramacchi,33,184
Jose Terrera,20,198
Rodrigo Abucham,29,175
Andres Giobellina,36,174
Lukasz Senczyszyn,36,181
Andrew Adler,36,195
Igor Sysoev,23,199
Jan Stabenow,36,172
Federico Murgier,37,191
Leonardo Ruiz,21,189
Rodolfo Cappa,27,183
Khaled El Dorry,32,197
Andrea Pesce,34,175
Riad Sawas,28,173
Thomas Schreyer,22,184
Paul Harsanyi,22,186
Andy Zingman,21,174
Mahmoud Mousa,20,193
Miguel Angel Casal Arantes,33,175
Sergey Shirko,36,179
Maxim Batiukin,32,178
Ignacio Vazquez Mateo,34,173
Lucas Regas Melero,33,195
Mauro Batesteza,21,178
Alexander Lim,26,177
Patrick Istvan,36,172
Tomas Nydahl,37,199
George Kalanov,25,191
Pavel Mazaev,27,189
Slava Ronjin,21,170
Peter Svabik,20,194
Richard Dasek,35,189
Michael Innerebner,26,196
Renato Ercolani,30,199
Simone Appio,34,174
Roland Theisen,32,172
Georges Matijasevic,21,173
Adrian Graimprey,33,198
Robin Albrecht,25,194
Fares Azzouni,28,192
Dimitri Savvides,26,193
Peter Leber,37,188
Anton Roller,28,184
Sourou Gandonou,23,188
Zoran Randenovic,28,185
Afarku Buckman,23,199
Christophe Couprie,31,192
Christian Jordan,23,177
Ryan Thompson,33,183
Kome Gakpo,26,174
Tetey Kofi,32,170
Jochen Nufer,27,188
Djalmar Sistermans,24,174
Jiri Obluk,31,172
Aleksander Trifunovic,32,199
Dragos Macoveiciuc,33,186
Nikola Nikolic,37,176
Rodrigue Vignikin,23,186
Christian Mortsch,37,195
Stefan Imielski,26,182
Jonathan Wawrinka,34,191
Jean Marc Boichat,25,191
Hans Peter Gaber,35,183
Andreas Thivessen,27,192
Alejandro Gutierrez De La Maza,35,181
Gabriel Reyna Huidobro,35,180
Borja Gutierrez De La Maza,22,170
Thomas Schneiter,36,196
Christian Polessnig,28,172
Joshua Burman,22,181
Rainer Gunther,26,178
Juan Berrido Fernandez,37,171
Jose De Mata,31,183
Sander Van Der Heijst,35,174
Stefan Enciu,36,172
Ionut Captan,34,181
Martin Zemla,20,181
Jan Muller,21,198
Lavaughn Munroe,27,190
Nicholas Byer,21,176
Jiri Hobler,28,170
Vladimir Bieganski,28,172
Kristijan Mitrovski,32,180
Art Dyson,25,182
Martin Backhaus,34,191
Norman Black,34,192
Sebastien Dumas,37,179
Dane Vernon,26,188
Mitsuhiro Goto,30,173
Stephane Cordobes,27,191
Cristobal Toral,25,174
Joan Casamitjana Santiago,27,180
Raymond Benc,21,178
Amir Ahmed Ezz El Din,35,182
Michael Hellwig,26,197
Marcos Roy Girardi,29,186
Javier Romero Barrio,31,184
Marius Raicea,36,182
Helge Rosjo,26,190
Johan Karlsson,27,180
Volker Neumann,26,170
Wojciech Milewski,23,177
Florian Kunth,22,192
Mirza Koristovic,34,174
Mohamed Abdel Moneim,23,191
Eni Ghidirmic,28,185
Jj Stewart,32,173
Oren Belillti,37,194
Vuk Tapuskovic,35,199
Chuck Tille,20,188
Vladislav Lymar,23,187
Alexander Bessonov,37,192
Georgyi Margishvili,27,198
Johan Berg,35,171
Carl Julius Demburg,30,182
Marcus Westman,37,185
Daniel Sigarev,30,191
Alexander Karpenko,22,196
Alexander Leniuchev,27,177
Anthony Hampson,29,188
Neil Watts,35,172
Jorge Souza,24,188
Kai Schmid,28,186
Paulo Baumer,27,178
Andrew Cheney,30,190
Richard Villegas,35,194
Martin Coppa,26,190
Nestor Nunez,34,192
Ramiro Videa,36,186
German Cerezo,25,194
Gento Miyasaka,34,170
Kunio Koga,27,173
Atsufumi Yoshikawa,26,192
Maxym Pidluzhnyy,21,196
Jimsher Enukidze,32,184
Nikita Vasiliev,25,181
Vitali Zhishkevich,24,194
Andrei Khlebnikov,20,186
Eduardo Lievore Cavasotti,37,181
Rafael Cruz,34,185
Federico Pintaluba,29,199
Sergio Delgado,22,182
Daniel Tegg,24,180
Daniel Scholten,32,184
Derek Burden,27,198
David Reichsfeld,21,185
Maxim Khvorostin,28,175
Ryan Frischkorn,36,196
Brett Cooper,37,195
Giovanni Muratore,32,180
Oliver Schweizer,20,184
Adam Mcneil,31,174
Gianluigi Angelini,24,172
Vladimir Gratchev,27,195
Alexander Maltsev,34,171
Makhmud Akhunjanov,22,170
Timur Lomtatidze,25,184
Alexander Masliouk,32,171
Aldo Marmorino,31,197
Savino Lapalombella,37,198
Ruben Mayo Millan,20,189
Oscar Matias Gomez,26,175
Marwan Ziwar,31,181
Erik Truempler,29,190
Florent Alcantara,31,185
Sasa Pirc,30,183
Felix Insaurralde,23,173
Dominike Tiedt,25,177
Daniel Martinez Molina,28,181
Craig Edmondson,29,192
Pedro Genovese,24,183
Peter Bjornlund,32,189
Julien Mesa,28,195
Wilson Montoya,21,182
Juan Felipe Diaz Rache,37,198
Juan Francisco Barragan,20,174
Ludovic Magnin,31,181
Teemu Airaksinen,29,179
Veli Pekka Antila,21,190
Pierre Bezuidenhout,28,188
Supparat Chukwan,21,182
Bjorn Behles,33,178
Cody Hubbell,30,180
John Winter,30,174
Vuk Rajevac,36,197
Ivan Iliachenko,23,182
Andres Intriago,32,179
Tuomas Niskakangas,26,187
Maxime Brun,35,198
Stephane Plot,20,184
David Jansson,32,189
Alan Taylor,20,181
Jirawat Rukkarnpaet,30,173
Jakub Ilowski,25,174
Kamlesh Shukla,22,177
Kaptan Karsolia,31,174
Nishank Mishra,24,170
Charupol Rintranurak,28,187
Naratorn Srichaphan,31,188
James Bloore,29,188
Phu Quy Huynh,24,179
Thanh Hoang Do,24,191
Stefan Suter,28,178
Nipun Gupta,36,195
Jordi Munoz Baixas,29,170
Nicolas Stevens,20,191
Jed Stanford,35,194
Petr Korda,34,189
Casey Was,36,195
Federico Camacho,32,172
Marcelo Saliola,20,182
Daniel Andrea Rodriguez Redondo,27,175
Wenceslao Robles Febrer,24,175
Cyril Francois,25,198
Rahul Rajkhewa,33,187
Eduardo Sanz Aguirre,30,174
Christian Mazon Andersen,25,186
Sonny Van Der Velden,30,198
Luis Avila,32,194
Rafael Domene Alcaraz,31,194
Raoul Behr,21,172
Adel Al Shatti,22,174
Mohammed Rajan Sundera Karuppiah,23,172
Elmar Gerth,36,192
Patrick Boza,25,182
Henner Nehles,26,184
Erick Martinez,34,186
Jeff Laski,30,184
Jose Antonio Cobas Martinez,22,174
Erick Collazo Fernandez,25,191
Avery Ticer,21,183
Daniel Pinchbeck,33,180
Nick Lane,28,197
Jacob Olsen,37,183
Joshua Eagle,31,176
Ivan Serrano Fuste,32,172
Sergio Penalver Cobo,31,192
Yusuke Egawa,31,189
Mario Maya,37,179
Toni Petani,28,180
Syoji Okada,36,199
Kensaku Katagiri,35,175
Masafumi Komada,36,174
Takanori Okazaki,27,189
Yuta Muramatsu,30,191
Federico Pontarolo,21,182
Gian Maria Benatti,27,181
Lays Salim,31,188
Juan Pablo Barboza,20,188
Juan Carlos Gonzalez,32,190
Yazan Al Kasim,36,196
Rodrigo Gabriel,33,174
Antonio Van Grichen,33,194
Kevin Jonckheer,35,189
Jamal Darmadi,36,190
Serge Dakessian,25,197
Hugo Verge Albiol,26,178
Jesus Manteca Jurado,20,173
Bader Mohammed Almuqail,34,198
Juan Torres Palacios,37,184
Ryan Heinberg,32,172
James Collieson,21,192
Alberto Goncalves Dias,34,176
Dimitar Dimitrov,31,193
Vassil Zahariev,34,189
Petar Kirilov,37,189
Philippe Salvat,33,183
Clayvert Gusmao,25,183
Thomas Gaspar,31,178
Luis Esteban Gargiulo,25,195
Hubert Suppan,28,192
Nasser Ghanim Al Khulaifi,23,172
Iurie Gorban,36,198
Davit Babayan,21,178
Rafael Westrupp,35,198
Angel Garcia Lopez,33,190
Yi He,27,173
Martin Hehensteiger,33,186
Raul Arroyo,21,194
Bernardo Meneses,35,175
Ivan Sanchez Ramirez,23,185
Parsa Samii,20,196
Stephen Adamson,33,187
Marian Poloma,27,182
Sid Ali Akkal,22,176
Harald Trattner,24,172
Dan Stenqvist,25,175
Xing Chen,27,193
Matthew Snowdon,25,172
Dhananjay Kawade,25,198
Albert Larregola Cortezon,23,197
Roger Mir Baucells,26,181
Jarrod Owen,26,174
Luis Garcia De Quevedo Vachez,22,199
Krishna Kumar Madhusudhan,27,191
Enrique Cagide,20,186
Sidharth Sharma,20,179
Sebastian Delgado,33,176
Michal Holenda,25,173
Andrej Vrtak,29,179
Raigo Saluste,33,196
Jeremy Mitchell,23,176
Ivan Dargence,25,192
Paul Mcnamara,35,180
Albert Brice,20,190
Ken Whitaker,25,177
Hannes Wechselberger,28,177
Robert Kotroczo,34,174
Libor Sedlacek,31,174
Henrik Kula,22,176
Matteo Giudizi,30,191
Ed Carter,34,173
Petr Langa,22,171
Eduardo Javier Autran Niedbalski,33,193
Mitsuru Tanaka,21,188
Jean Noel Said,23,171
Tarek Bel Guezzar,31,185
Daniel Amaral,21,181
Ruben Zrihen,36,184
Omar Fathi El Idrissi,22,179
Jose Pedro Silva,29,192
Peter Kolesnikov,35,195
Min Sang Kim,28,175
Chung Hwan Nam,30,193
Christopher Westerhof,34,182
Shaun Ellison,22,199
Ben Miles,35,175
Roger Krajcovic,31,192
Ville Tihverainen,24,171
Mikko Haulos,26,195
Kasperi Vilen,28,183
Antonio Prieto,37,187
Dusan Hajatko,27,175
Jose Arnedo,31,194
Robert Schumann,21,199
Johannes Asuja,29,188
Miikka Lehmijoki,28,196
Mehdy Karbid,27,195
Conrad Hurter,20,183
Ruslan Legar,25,199
Gabriel Rodriguez Ruano,31,182
Xavier Luscan,36,177
Philipp Gruendler,21,174
Eui Hyun Chung,30,182
Soo Hong Eo,37,175
Yong Seung Kim,30,191
Alessandro Bonamici,37,196
Francesco Ferrillo,27,197
Chris Sands,34,195
Dante Haynes,28,196
Scotty Scott,34,198
Barry Westerveld,26,188
Rok Petelinsek,32,180
Bastian Faisst,32,196
Sebastian Falk,20,185
Adam Baranowski,23,174
Rodrigo Cataldi,23,181
Fabio Silberberg,23,186
Roberto Cavalcante,32,171
Byron Kidd,21,179
Sunesh Vather,34,184
Nicky Buys,23,188
Warren Frewer,25,189
Henrico Du Plessis,22,198
Andre Janse Van Rensburg,26,194
Dewald Barnard,25,186
Charlton Diergaardt,22,188
Evert Strydom,23,188
Adriaan Basson,29,182
Matic Omerzel,28,182
Alex Krohn,25,185
Vladimir Cubrinoski,30,191
Daniel Jung,26,190
Leonidas Intriago,37,172
Alessandro Dalboni,23,173
Nick Weal,24,196
Rhys Hanger,23,176
Thomas Creuzet,23,172
Jean Brucculeri,32,178
Greg Ford,35,177
Scott Crichlow,33,198
Darin Goldstein,30,187
Alexander Strokov,21,190
Francisco Barsocchini,33,183
Aleksandar Simonovski,26,189
Vladimir Tomic,30,197
Aleksandar Aleksovski,23,198
Bojan Ilievski,26,174
Luca Fereghino,35,172
Guillem Gali Solanas,25,179
Martin Zathurecky,25,180
Goncalo Figueiredo,21,186
Jeremy Moreira,27,177
Richard Maier,26,178
Zsolt Somogyi,33,177
Nenad Zivkovic,28,189
Thomas Hanus,34,197
Josef Fischer,37,171
Francois Gardier,31,173
Can Uner,32,199
Guven Soysal,26,185
Alexej Beljajev,29,178
Marek Granec,29,195
Vladimir Chikhladze,21,178
Vladimir Kakulia,33,190
Mirian Korkashvili,32,174
Armand Segodo,25,195
Victor Lopez Diaz Guerra,28,172
Ken Veney,32,183
Maxime Koffi,28,184
Mirko Ivanda,32,175
Jorge Herrero Tambo,24,185
Thomas Michaud,33,192
Dimitry Gasparyan,24,197
Aleksander Djuranovic,28,179
Trent Aaron,27,183
Chia Che Liu,26,181
Yu Da Shieh,27,178
Daniel Dauber,22,192
Lucas Machado,34,188
Frank Eicher,27,181
Philippe Schaeffer,20,182
Andrei Mazkun,26,192
Abdullah Nour,21,182
Jose Imaz Ruiz,33,186
Gunter Austerhuber,37,171
Jose Ignacio Rodriguez,34,189
Jose Maria Dionisio Moreno,33,192
Radoslav Radev,36,178
Jakub Ondrias,35,190
Algirdas Draugelis,20,177
Paulius Jurkenas,26,176
Joaquin Leandro Farro,30,174
Alberto Agis Bermudez,24,198
Stanislav Pribylov,36,188
Vladimir Simic,30,172
Claude Farina,27,182
Avi Akoka,29,175
Vukasin Jankovic,31,195
Carlos Lettieri,29,180
Rico Jacober,32,173
Thomas Flaim,37,172
Paolo Surian,29,173
Vadim Sergueev,36,172
Mikel Ayerbe Oyarzabal,35,182
Unai Corujo Rodriguez,24,184
Lukas Leinich,22,181
Alessandro Tabacchini,34,184
Musa Braimoh,21,195
Jasper Hunting,32,180
David Demers,27,180
Christian Hark,36,182
Ben Ashford,23,181
Mahmoud Nader Al Baloushi,28,175
Rodrigo Almelda Motta,34,198
Pedro Gedda,28,192
Jose Gustavo Moreira,28,189
Andrei Florea,33,188
Shaaban Shaaban,35,188
Ahmed Ezzo,36,196
Janusch Graf,32,172
Michael Rasmussen,28,185
Ricardo Rizo,34,178
Ji Ho Park,26,196
Joo Hwan Lee,20,196
Pedro Navedo Garcia,20,183
Grocio Prado,24,199
Aaron Badart,28,197
Adam Swiecicki,31,172
Marcin Szymczak,25,172
Nejc Smole,32,193
Barry Kauffman,27,189
Ryan Newis,34,176
Joffe Van Der Heijden,25,188
Mark Derksen,25,193
Arjan Pondman,23,172
Oscar Rodrigo Novoa,30,190
Marcelo Larrarte,37,170
Ezequiel Arechavaleta,22,181
Jeong Mo Tak,22,190
Daniel Sachs,31,175
Galeh Karapetian,25,176
Dante Santa Cruz,25,171
Tamas Paar,27,187
Derek Haybittel,34,199
Kevin Hawke,37,194
Hernan Bottarlini,35,184
Brett Lucas,25,184
Marcelo Arruda,36,179
Jorge Williams Lopez,28,186
Gregory Artzt,37,187
Jaime Oncins,24,187
Gonzalo Ulloa,25,198
Marcos Inchauste,31,184
Gabriel Olocco,30,195
Taichi Wada,35,192
Shan Jiang,36,175
Thomas Shimada,28,178
Robbie Koenig,20,180
Ronny Renard,22,184
Tom Eklund,28,192
Thomas Thieulot,32,172
Kenta Kajiyama,33,188
Dane Mcgregor,26,170
Eko Putra Igusti Putungurah,23,193
Sean Karam,31,186
Miguel Kelbert,33,180
Chris Omara,21,199
Michael Frick,20,187
Carlos Villalba,37,180
Juan Pablo Lauro,27,197
Tara Tanthasuwanlert,22,176
Farid Shirinov,25,170
Kachinga Sinkala,32,181
Michael Jonathan Hills,28,173
Namkara Bvunzawabaya,28,194
Michael Meschede,28,177
Roberto Bianco,34,184
Jose Berroa,32,180
Peter Nyamandi,35,199
Teddy Chambisha,21,198
Antonio Issa Filho,33,177
Marcelo Rebelo,25,181
Brice Battistini,21,172
Francisco Bou Alameda,27,190
Nicolas Delgado De Robles,23,173
Dennis Isaev,33,196
Bryon Weinberg,30,181
Derek Fitzpatrick,33,177
Zachariah Borges,31,196
Dax Hankerson,35,192
Pratim Parekh,25,199
Ravi Krishna Palivela,20,192
Tomas Hladil,31,179
Rafael Warzyszynski,26,195
Udayakumar Reddy Vakati,27,192
Fernando Guevara,28,170
Jerome Ferrari,21,182
Julien Munoz,36,176
Alonso Zapata,32,189
Jiri Folber,24,197
Sushant Bihani,29,172
Petros Simounovits,31,198
David Pujol Santapau,36,185
Michalis Zikas,25,181
Michael Berger,22,198
Saul Moreno,34,174
Pawel Kozak,26,187
Art Hsieh,25,177
Victor Medina,23,181
Ryan Eveloff,24,197
Mark Arrowsmith,22,194
Miika Kangas,28,190
Sebastian Nastari,25,172
